COMMUNE_CODE,PARC_2011,PARC_2022,evo_11_22
05073,0,1,inf
05075,0,5,inf
05078,0,1,inf
05079,0,2,inf
05084,0,2,inf
05085,0,1,inf
05086,0,1,inf
05087,0,3,inf
05089,0,1,inf
05090,0,2,inf
05091,0,1,inf
05092,0,6,inf
05093,0,1,inf
05096,0,2,inf
05097,0,5,inf
05098,0,5,inf
05099,0,1,inf
05100,0,6,inf
05101,0,2,inf
05102,0,0,
05103,0,7,inf
05104,0,1,inf
05106,0,3,inf
05107,0,1,inf
05108,0,1,inf
05109,0,2,inf
05111,0,4,inf
05113,0,2,inf
05115,0,2,inf
05116,0,1,inf
05118,0,10,inf
05119,0,7,inf
05121,0,1,inf
05122,0,1,inf
05123,0,16,inf
05124,0,2,inf
05126,0,2,inf
05128,0,4,inf
05130,0,3,inf
05132,0,9,inf
05133,0,3,inf
05134,0,0,
05135,0,2,inf
05136,0,3,inf
05139,0,2,inf
05140,0,4,inf
05142,0,0,
05145,0,3,inf
05146,0,1,inf
05148,0,2,inf
05149,0,2,inf
05151,0,3,inf
05152,0,1,inf
05153,0,3,inf
05156,0,3,inf
05159,0,1,inf
05160,0,1,inf
05161,0,1,inf
05162,0,5,inf
05164,0,7,inf
05166,0,5,inf
05168,0,6,inf
05170,0,13,inf
05173,0,0,
05174,0,2,inf
05176,0,2,inf
05177,0,2,inf
05178,0,2,inf
05179,0,15,inf
05180,0,1,inf
05181,0,1,inf
05182,0,1,inf
05183,0,5,inf
05184,0,1,inf
06003,0,2,inf
06004,3,594,19700.0
06006,0,40,inf
06007,0,51,inf
06010,0,31,inf
06011,0,30,inf
06012,0,44,inf
06013,1,0,-100.0
06014,0,15,inf
06015,0,12,inf
06017,0,2,inf
06018,0,186,inf
06019,0,21,inf
06020,0,2,inf
06021,0,4,inf
